sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
auto_game_ea8738fa807c4c0f,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Violence Sexual Content,,
auto_game_ea8738fa807c4c0f,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Sexual Violence,,
auto_game_ea8738fa807c4c0f,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_ea8738fa807c4c0f,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ea8738fa807c4c0f,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_ea8738fa807c4c0f,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Sexual Violence,,
auto_game_ea8738fa807c4c0f,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Sexual Violence,,
auto_game_ea8738fa807c4c0f,train,Game,Rest of world,IARC Generic,Rated for 18+,Sexual Violence,,
auto_game_ea8738fa807c4c0f,train,Game,Russia,Google Play,Rated for 18+,Sexual Violence,,
auto_game_ec33b684d030f38a,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use,,
auto_game_ec33b684d030f38a,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Drugs,,
auto_game_ec33b684d030f38a,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs,,
auto_game_ec33b684d030f38a,train,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,"Drug, Alcohol and Tobacco Reference",,
auto_game_ec33b684d030f38a,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ec33b684d030f38a,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_ec33b684d030f38a,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,,
auto_game_ec33b684d030f38a,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_ec33b684d030f38a,train,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,,
auto_game_ec33b684d030f38a,train,Game,Russia,Google Play,Rated for 16+,Drugs,,
auto_game_ec435e4a3e8a5b0c,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Coarse Language In-Game Purchases,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence Sexual Content Inappropriate Language,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Strong Language Crude Humor Cash Rewards,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_ec435e4a3e8a5b0c,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ec435e4a3e8a5b0c,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Strong Language,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,Rest of world,IARC Generic,Rated for 18+,Strong Language,In-Game Purchases,
auto_game_ec435e4a3e8a5b0c,train,Game,Russia,Google Play,Rated for 18+,Strong Language,In-Game Purchases,
auto_game_edc8439b2391242a,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Themes Strong Horror Themes,,
auto_game_edc8439b2391242a,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Fear Criminal Acts,,
auto_game_edc8439b2391242a,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Violence,,
auto_game_edc8439b2391242a,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_edc8439b2391242a,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Anti-society Horror,,
auto_game_edc8439b2391242a,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_edc8439b2391242a,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Horror,,
auto_game_edc8439b2391242a,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Horror,,
auto_game_edc8439b2391242a,train,Game,Rest of world,IARC Generic,Rated for 12+,Horror,,
auto_game_edc8439b2391242a,train,Game,Russia,Google Play,Rated for 12+,Horror,,
auto_game_ee63d238d167f48e,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ee63d238d167f48e,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Violence Sexual Content Inappropriate Language,,
auto_game_ee63d238d167f48e,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Sexual Violence Strong Language,,
auto_game_ee63d238d167f48e,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_ee63d238d167f48e,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ee63d238d167f48e,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_ee63d238d167f48e,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Sexual Violence Strong Language,,
auto_game_ee63d238d167f48e,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Sexual Violence,,
auto_game_ee63d238d167f48e,train,Game,Rest of world,IARC Generic,Rated for 18+,Sexual Violence Strong Language,,
auto_game_ee63d238d167f48e,train,Game,Russia,Google Play,Rated for 18+,Sexual Violence Strong Language,,
auto_game_ee8c284855ccb4f0,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ee8c284855ccb4f0,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Violence Sexual Content,,
auto_game_ee8c284855ccb4f0,test,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Sexual Violence,,
auto_game_ee8c284855ccb4f0,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_ee8c284855ccb4f0,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_ee8c284855ccb4f0,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_ee8c284855ccb4f0,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Sexual Violence,,
auto_game_ee8c284855ccb4f0,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Sexual Violence,,
auto_game_ee8c284855ccb4f0,test,Game,Rest of world,IARC Generic,Rated for 18+,Sexual Violence,,
auto_game_ee8c284855ccb4f0,test,Game,Russia,Google Play,Rated for 18+,Sexual Violence,,
auto_game_eebd5b5efb8ec5e4,test,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Horror Themes,,
auto_game_eebd5b5efb8ec5e4,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Illegal Drugs,,
auto_game_eebd5b5efb8ec5e4,test,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Violence Drug Reference,,
auto_game_eebd5b5efb8ec5e4,test,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,"Drug, Alcohol and Tobacco Reference Fear",,
auto_game_eebd5b5efb8ec5e4,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Drugs Horror,,
auto_game_eebd5b5efb8ec5e4,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_eebd5b5efb8ec5e4,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Horror,,
auto_game_eebd5b5efb8ec5e4,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Horror,,
auto_game_eebd5b5efb8ec5e4,test,Game,Rest of world,IARC Generic,Rated for 12+,Horror,,
auto_game_eebd5b5efb8ec5e4,test,Game,Russia,Google Play,Rated for 12+,Horror,,
auto_game_ef31e1bea1eef842,train,Game,Australia,Australian Classification Board (ACB),Mature,Drug References,,
auto_game_ef31e1bea1eef842,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Drugs,,
auto_game_ef31e1bea1eef842,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Use of Drugs,,
auto_game_ef31e1bea1eef842,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_ef31e1bea1eef842,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Drugs,,
auto_game_ef31e1bea1eef842,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_ef31e1bea1eef842,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,,
auto_game_ef31e1bea1eef842,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Drugs,,
auto_game_ef31e1bea1eef842,train,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,,
auto_game_ef31e1bea1eef842,train,Game,Russia,Google Play,Rated for 16+,Drugs,,
auto_game_f018621a8e1a7f56,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f018621a8e1a7f56,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Illegal Drugs,,
auto_game_f018621a8e1a7f56,test,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Drug Reference,,
auto_game_f018621a8e1a7f56,test,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,"Drug, Alcohol and Tobacco Reference",,
auto_game_f018621a8e1a7f56,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f018621a8e1a7f56,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_f018621a8e1a7f56,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_f018621a8e1a7f56,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_f018621a8e1a7f56,test,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_f018621a8e1a7f56,test,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_f0b763b77b8db753,test,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Crude Humour,,
auto_game_f0b763b77b8db753,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sensitive themes Inappropriate Language,,
auto_game_f0b763b77b8db753,test,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Language Crude Humor,,
auto_game_f0b763b77b8db753,test,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Language,,
auto_game_f0b763b77b8db753,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Inappropriate Language,,
auto_game_f0b763b77b8db753,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_f0b763b77b8db753,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Mild Swearing,,
auto_game_f0b763b77b8db753,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,,,
auto_game_f0b763b77b8db753,test,Game,Rest of world,IARC Generic,Rated for 12+,Mild Swearing,,
auto_game_f0b763b77b8db753,test,Game,Russia,Google Play,Rated for 12+,Mild Swearing,,
auto_game_f3eff723fdd58edd,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Themes In-Game Purchases,,
auto_game_f3eff723fdd58edd,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes Criminal Acts,,
auto_game_f3eff723fdd58edd,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,,
auto_game_f3eff723fdd58edd,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f3eff723fdd58edd,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f3eff723fdd58edd,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_f3eff723fdd58edd,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_f3eff723fdd58edd,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
auto_game_f3eff723fdd58edd,train,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
auto_game_f3eff723fdd58edd,train,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_f4576db6ed227c5c,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Horror Themes In-Game Purchases,,
auto_game_f4576db6ed227c5c,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Legal Drugs Sensitive themes,,
auto_game_f4576db6ed227c5c,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Cash Rewards,,
auto_game_f4576db6ed227c5c,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f4576db6ed227c5c,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f4576db6ed227c5c,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_f4576db6ed227c5c,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
auto_game_f4576db6ed227c5c,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Horror,,
auto_game_f4576db6ed227c5c,train,Game,Rest of world,IARC Generic,Rated for 18+,,,
auto_game_f4576db6ed227c5c,train,Game,Russia,Google Play,Rated for 18+,,,
auto_game_f49ff140d3645e54,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use,,
auto_game_f49ff140d3645e54,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Illegal Drugs,,
auto_game_f49ff140d3645e54,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Blood and Gore Use of Drugs,,
auto_game_f49ff140d3645e54,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f49ff140d3645e54,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f49ff140d3645e54,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f49ff140d3645e54,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_f49ff140d3645e54,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs Horror,,
auto_game_f49ff140d3645e54,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_f49ff140d3645e54,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_f5497506c40c49e2,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f5497506c40c49e2,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sexual Content Sensitive themes Inappropriate Language,,
auto_game_f5497506c40c49e2,test,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Strong Language Cash Rewards,,
auto_game_f5497506c40c49e2,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f5497506c40c49e2,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f5497506c40c49e2,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_f5497506c40c49e2,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Strong Language Real Gambling/Paid Contests,,
auto_game_f5497506c40c49e2,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
auto_game_f5497506c40c49e2,test,Game,Rest of world,IARC Generic,Rated for 18+,Strong Language Real Gambling/Paid Contests,,
auto_game_f5497506c40c49e2,test,Game,Russia,Google Play,Rated for 18+,Strong Language Real Gambling/Paid Contests,,
auto_game_f7996fccd8606cd3,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Themes,,
auto_game_f7996fccd8606cd3,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
auto_game_f7996fccd8606cd3,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Blood,,
auto_game_f7996fccd8606cd3,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_f7996fccd8606cd3,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Violence,,
auto_game_f7996fccd8606cd3,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,,
auto_game_f7996fccd8606cd3,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
auto_game_f7996fccd8606cd3,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Scary Moments,,
auto_game_f7996fccd8606cd3,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
auto_game_f7996fccd8606cd3,train,Game,Russia,Google Play,Rated for 3+,,,
auto_game_f85ccec5400111d9,train,Game,Australia,Australian Classification Board (ACB),General,Online Interactivity and Chat,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),General Public,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),3,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
auto_game_f85ccec5400111d9,train,Game,Russia,Google Play,Rated for 3+,,Users Interact,
auto_game_f9507706dd79b211,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use,,
auto_game_f9507706dd79b211,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Drugs,,
auto_game_f9507706dd79b211,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs,,
auto_game_f9507706dd79b211,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f9507706dd79b211,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9507706dd79b211,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9507706dd79b211,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_f9507706dd79b211,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_f9507706dd79b211,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_f9507706dd79b211,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_f9a50bc211d55704,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Coarse Language In-Game Purchases,,
auto_game_f9a50bc211d55704,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes Inappropriate Language,,
auto_game_f9a50bc211d55704,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Language Cash Rewards,,
auto_game_f9a50bc211d55704,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f9a50bc211d55704,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9a50bc211d55704,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_f9a50bc211d55704,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_f9a50bc211d55704,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
auto_game_f9a50bc211d55704,train,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
auto_game_f9a50bc211d55704,train,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_f9d9b26f62ff6963,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9d9b26f62ff6963,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Illegal Drugs Sensitive themes,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Violence Blood and Gore Use of Drugs Cash Rewards,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f9d9b26f62ff6963,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9d9b26f62ff6963,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Real Gambling/Paid Contests,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs Horror Gambling with Cash Payouts,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,Rest of world,IARC Generic,Rated for 18+,Real Gambling/Paid Contests,In-Game Purchases,
auto_game_f9d9b26f62ff6963,train,Game,Russia,Google Play,Rated for 18+,Real Gambling/Paid Contests,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9df7fafba35a2a2,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Illegal Drugs,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Drug Reference Cash Rewards,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_f9df7fafba35a2a2,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_f9df7fafba35a2a2,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,In-Game Purchases,
auto_game_f9df7fafba35a2a2,train,Game,Russia,Google Play,Rated for 18+,Drugs,In-Game Purchases,
auto_game_fafc09a17bfa7a75,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_fafc09a17bfa7a75,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Illegal Drugs,,
auto_game_fafc09a17bfa7a75,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs,,
auto_game_fafc09a17bfa7a75,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_fafc09a17bfa7a75,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_fafc09a17bfa7a75,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_fafc09a17bfa7a75,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_fafc09a17bfa7a75,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_fafc09a17bfa7a75,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_fafc09a17bfa7a75,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_fb161a3d64398bf4,test,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,References to Sexual Violence,,
auto_game_fb161a3d64398bf4,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence Nudity Sexual Content,,
auto_game_fb161a3d64398bf4,test,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Fantasy Violence Sexual Themes Partial Nudity,,
auto_game_fb161a3d64398bf4,test,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,Violence Sexuality,,
